area_code,area_name,geography,period,indicator,central_heating_type,measure,unit,value
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,5
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,0
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,42
E01006134,Trafford 028A,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,4
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,556
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,2
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,30
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,2
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,2
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,2
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,47
E01006135,Trafford 028B,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,3
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,0
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,559
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,2
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,12
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,0
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,1
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,1
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,39
E01006136,Trafford 028C,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,2
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,No central heating,Count,Households,1
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Mains gas only,Count,Households,418
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Tank or bottled gas only,Count,Households,1
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Electric only,Count,Households,10
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Oil only,Count,Households,4
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Wood only,Count,Households,0
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Solid fuel only,Count,Households,0
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Renewable energy only,Count,Households,3
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,District or communal heat networks only,Count,Households,0
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Other central heating only,Count,Households,1
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (not including renewable energy),Count,Households,42
E01006137,Trafford 028D,Lower-layer Super Output Area,2021-03-21,The type of central heating present in occupied household spaces,Two or more types of central heating (including renewable energy),Count,Households,3
