pharmacy_name,address,postcode,opening_hours_monday,opening_hours_tuesday,opening_hours_wednesday,opening_hours_thursday,opening_hours_friday,opening_hours_saturday,opening_hours_sunday,organisation_data_service_code,health_and_wellbeing_board,ward_code,ward_name,la_code,la_name
4court Pharmacy,"5 - 7 Halifax Road, Rochdale, Lancashire",OL12 9BD,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FTN51,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
4court Pharmacy,"Heybrook Service Station, Halifax Road, Rochdale, Lancashire",OL16 2NT,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,17:00-21:00,12:00-20:00,FVG90,Rochdale,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
Ace Chemist Direct,"245 Entwistle Road, Rochdale, Lancashire",OL16 2LJ,09:30-17:30,09:30-17:30,09:30-17:30,09:30-17:30,09:30-18:30,CLOSED,CLOSED,FLW68,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
Ainsworth Surgical Supplies,"Unit 5, Sherwood Business Park, Queensway, Rochdale, Lancashire",OL11 2NU,08:30-17:00,08:30-17:00,08:30-17:00,08:30-17:00,08:30-16:30,CLOSED,CLOSED,FJH75,Rochdale,E05014035,Castleton,E08000005,Rochdale
Alkrington Pharmacy,"199 Kirkway, Alkrington, Middleton, Manchester",M24 1LW,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-15:00,CLOSED,FK660,Rochdale,E05014048,South Middleton,E08000005,Rochdale
Asda Pharmacy,"Asda Superstore, The Old Cricket Ground, Dane Street, Rochdale, Lancashire",OL12 6XT,"09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00","09:00-12:30,13:00-16:30,17:00-21:00",10:30-16:30,FX385,Rochdale,E05014049,Spotland & Falinge,E08000005,Rochdale
Belfield Pharmacy,"134 Belfield Road, Rochdale, Lancashire",OL16 2XN,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-12:00,CLOSED,FHR07,Rochdale,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
Boots,"17-21 Market Street, Heywood, Lancashire",OL10 1HX,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:00,CLOSED,FAC82,Rochdale,E05014045,North Heywood,E08000005,Rochdale
Boots,"G8 Middleton Shopping Ctr, Middleton, Manchester",M24 4EL,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,FP042,Rochdale,E05014048,South Middleton,E08000005,Rochdale
Boots,"7&8 Riverside Retail Park, Rochdale",OL16 1BE,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,11:00-17:00,FY055,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
Bowness Pharmacy,"26 Bowness Road, Langley, Middleton, Manchester",M24 4WT,08:45-18:00,08:45-18:00,08:45-18:00,08:45-18:00,08:45-18:00,CLOSED,CLOSED,FFD69,Rochdale,E05014052,West Middleton,E08000005,Rochdale
Carlows Pharmacy,"74 Long Street, Middleton, Manchester",M24 6DN,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FNQ76,Rochdale,E05014046,North Middleton,E08000005,Rochdale
Cohens Chemist,"11 Stevenson Square, Smallbridge, Rochdale, Lancashire",OL12 9SA,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FAJ06,Rochdale,E05014047,Smallbridge & Firgrove,E08000005,Rochdale
Cohens Chemist,"8 Hare Hill Road, Littleborough, Lancashire",OL15 9AB,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-14:00,CLOSED,FMT51,Rochdale,E05014041,Littleborough Lakeside,E08000005,Rochdale
Cohens Chemist,"7 Argyle Parade, Darnhill, Heywood, Lancashire",OL10 3RY,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FPA71,Rochdale,E05014051,West Heywood,E08000005,Rochdale
Cohens Chemist,"36/38 Market Place, Heywood, Lancashire",OL10 4NL,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,08:30-17:30,CLOSED,CLOSED,FPA85,Rochdale,E05014045,North Heywood,E08000005,Rochdale
Cohens Chemist,"69 Milkstone Road, Rochdale, Lancashire",OL11 1NT,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FTA20,Rochdale,E05014042,Milkstone & Deeplish,E08000005,Rochdale
Cohens Chemist,"Longford Street Med Ctr, Longford Street, Heywood, Lancashire",OL10 4NH,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FTF16,Rochdale,E05014045,North Heywood,E08000005,Rochdale
Cohens Chemists,"Nye Bevan House, Dowling Street, Rochdale, Lancashire",OL11 1HR,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FP201,Rochdale,E05014042,Milkstone & Deeplish,E08000005,Rochdale
Croft Shifa Pharmacy,"Croft Shifa Health Centre, Belfield Road, Rochdale, Lancashire",OL16 2UP,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FHP12,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
Drugmart Pharmacy,"78 Spotland Road, Rochdale, Lancashire",OL12 6PQ,"09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00",09:00-12:30,CLOSED,FMD75,Rochdale,E05014049,Spotland & Falinge,E08000005,Rochdale
Evercare Pharmacy,"242 Yorkshire Street, Rochdale, Lancashire",OL16 2DP,"08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00",CLOSED,CLOSED,FJQ61,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
Healey Pharmacy,"462 Whitworth Road, Rochdale",OL12 0SN,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FJV27,Rochdale,E05014038,Healey,E08000005,Rochdale
Imaan Pharmacy (Oldham Road),"293 Oldham Road, Rochdale, Lancashire",OL16 5JG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FTJ75,Rochdale,E05014040,Kingsway,E08000005,Rochdale
Internet Pharmacy,"120 Bury New Road, Heywood, Lancashire",OL10 4RG,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FPH97,Rochdale,E05014051,West Heywood,E08000005,Rochdale
Internet Pharmacy,"50 Manchester Road, Hopwood, Heywood, Lancashire",OL10 2AH,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FRR86,Rochdale,E05014039,Hopwood Hall,E08000005,Rochdale
Junction Pharmacy,"350 Grimshaw Lane, Middleton, Manchester",M24 2AU,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FG436,Rochdale,E05014037,East Middleton,E08000005,Rochdale
Lloydspharmacy,"Littleborough Health Ctr., Featherstall Road, Littleborough, Lancashire",OL15 8HF,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FDC77,Rochdale,E05014041,Littleborough Lakeside,E08000005,Rochdale
Manor Pharmacy,"800 Edenfield Road, Norden, Rochdale, Lancashire",OL12 7RB,"09:00-13:15,14:15-17:30","09:00-13:15,14:15-17:30","09:00-13:15,14:15-17:30","09:00-13:15,14:15-17:30","09:00-13:15,14:15-17:30",09:00-13:00,CLOSED,FXF92,Rochdale,E05014044,Norden,E08000005,Rochdale
Middleton Pharmacy,"50 Rochdale Road, Middleton, Manchester",M24 2PU,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,CLOSED,FGE65,Rochdale,E05014046,North Middleton,E08000005,Rochdale
Morrisons Pharmacy,"Morrisons Superstore, 285 Kingsway, Rochdale, Lancashire",OL16 4AT,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,10:00-16:00,FMF16,Rochdale,E05014040,Kingsway,E08000005,Rochdale
Oldham Road Pharmacy,"497 Oldham Road, Rochdale, Lancashire",OL16 4TF,09:00-18:15,09:00-18:15,09:00-18:15,09:00-18:15,09:00-18:15,09:00-12:30,CLOSED,FW885,Rochdale,E05014040,Kingsway,E08000005,Rochdale
Online Chemist,"163 Windermere Road, Middleton, Manchester",M24 5NQ,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FXW15,Rochdale,E05014052,West Middleton,E08000005,Rochdale
Rochdale Pharmacy,"79 Yorkshire Street, Rochdale, Lancashire",OL16 1DB,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-14:00,CLOSED,FD113,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
Rowlands Pharmacy,"3a Lakeland Court, Wood Street, Langley, Middleton, Manchester",M24 5QJ,"09:00-13:00,13:20-17:30","09:00-13:00,13:20-17:30","09:00-13:00,13:20-17:30","09:00-13:00,13:20-17:30","09:00-13:00,13:20-17:30",09:00-12:00,CLOSED,FCY85,Rochdale,E05014052,West Middleton,E08000005,Rochdale
Rowlands Pharmacy,"Milnrow Healthcare Hub, Newhey Road, Milnrow, Rochdale, Lancashire",OL16 4JF,"09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00","09:00-13:00,13:20-18:00",CLOSED,CLOSED,FFC79,Rochdale,E05014043,Milnrow & Newhey,E08000005,Rochdale
Rowlands Pharmacy,"Unit 5 Pennine Precinct, Newhey Road, Milnrow, Rochdale, Lancashire",OL16 4JD,"09:00-13:20,13:40-17:30","09:00-13:20,13:40-17:30","09:00-13:20,13:40-17:30","09:00-13:20,13:40-17:30","09:00-13:20,13:40-17:30",09:00-12:00,CLOSED,FGH16,Rochdale,E05014043,Milnrow & Newhey,E08000005,Rochdale
Stone Pharmacy,"221 Boarshaw Road, Middleton, Manchester",M24 2WQ,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,08:30-19:00,09:00-13:00,CLOSED,FNV82,Rochdale,E05014046,North Middleton,E08000005,Rochdale
Strand Pharmacy,"18 The Strand, Kirkholt, Rochdale, Lancashire",OL11 2JG,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FKN97,Rochdale,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
Tesco Instore Pharmacy,"Barton Road, Middleton, Manchester",M24 1HB,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,10:00-16:00,FRT78,Rochdale,E05014048,South Middleton,E08000005,Rochdale
Unicare Pharmacy,"Floor 1, 69 Smithybridge Road, Smithybridge, Lancashire",OL15 0DY,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FCC58,Rochdale,E05014041,Littleborough Lakeside,E08000005,Rochdale
Unicare Pharmacy,"69 Smithy Bridge Road, Smithy Bridge, Littleborough",OL15 0DY,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,CLOSED,CLOSED,FKW69,Rochdale,E05014041,Littleborough Lakeside,E08000005,Rochdale
Well,"870 Manchester Road, Castleton, Rochdale, Lancashire",OL11 2SP,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FCN52,Rochdale,E05014035,Castleton,E08000005,Rochdale
Well,"4 Elizabeth Street, Castleton, Rochdale",OL11 3HY,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,08:30-18:30,CLOSED,CLOSED,FGY58,Rochdale,E05014035,Castleton,E08000005,Rochdale
Well,"309-311 Edenfield Road, Cutgate Shopping Precinct, Rochdale, Lancashire",OL11 5AQ,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,09:00-12:30,CLOSED,FM907,Rochdale,E05014049,Spotland & Falinge,E08000005,Rochdale
Wellfield Pharmacy,"Wellfield Surgery, Oldham Road, Rochdale, Lancashire",OL11 1AD,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,09:00-21:00,08:30-22:00,FE260,Rochdale,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
Yorkshire Street Pharmacy,"200 Yorkshire Street, Rochdale, Lancashire",OL16 2DW,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,17:00-21:00,11:30-20:00,FF340,Rochdale,E05014036,Central Rochdale,E08000005,Rochdale
Your Village Pharmacy,"Ground And 1st Floor, 88 Church Street, Littleborough, Rochdale",OL15 8AU,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FXX40,Rochdale,E05014041,Littleborough Lakeside,E08000005,Rochdale
A-Z Chemist,"35 Hankinson Way, Salford",M6 5JA,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FQW14,Salford,E05013030,Pendleton & Charlestown,E08000006,Salford
Allied Pharmacy Salford,"The Energise Centre, 3 Douglas Green, Salford, Manchester",M6 6ES,"09:00-12:40,13:00-18:00","09:00-12:40,13:00-18:00","09:00-12:40,13:00-18:00","09:00-12:40,13:00-18:00","09:00-12:40,13:00-18:00",CLOSED,CLOSED,FN116,Salford,E05013030,Pendleton & Charlestown,E08000006,Salford
Boots,"24 The Parade, Swinton, Manchester",M27 4BH,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,FF791,Salford,E05013032,Swinton & Wardley,E08000006,Salford
Boots,"193 Langworthy Road, Seedley, Salford",M6 5PW,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FRQ90,Salford,E05013036,Weaste & Seedley,E08000006,Salford
Boots,"Unit Ff2 Ellesmere Centre, Walkden, Manchester",M28 3ZD,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:00,10:00-16:00,FTL84,Salford,E05013034,Walkden North,E08000006,Salford
Boots,"Regent Retail Park, 46 Ordsall Ln,Regent Rd, Salford",M5 3TP,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:30-20:00,09:00-18:00,11:00-17:00,FV053,Salford,E05013028,Ordsall,E08000006,Salford
Bowness Pharmacy,"210 Cleggs Lane, Little Hulton, Manchester",M38 9RQ,08:15-18:00,08:15-18:00,08:15-18:00,08:15-18:00,08:15-18:00,CLOSED,CLOSED,FXV84,Salford,E05013034,Walkden North,E08000006,Salford
Broughton Pharmacy,"86 Devonshire Street, Salford, Manchester, Greater Manchester",M7 4AE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FRL73,Salford,E05013021,Broughton,E08000006,Salford
Cadishead Pharmacy,"178 Liverpool Road, Cadishead, Manchester",M44 5DD,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,CLOSED,FN518,Salford,E05013022,Cadishead & Lower Irlam,E08000006,Salford
Church Street Pharmacy,"99-101 Church Street, Eccles, Manchester",M30 0EJ,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,09:00-17:30,CLOSED,FJR89,Salford,E05013024,Eccles,E08000006,Salford
Cohens Chemist,"132-134 Church Street, Eccles, Manchester",M30 0LS,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,CLOSED,FE410,Salford,E05013024,Eccles,E08000006,Salford
Cohens Chemist,"109 Langworthy Road, Salford, Greater Manchester",M6 5PH,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FHL10,Salford,E05013036,Weaste & Seedley,E08000006,Salford
Cohens Chemist,"23 Seedley Road, Salford",M6 5WN,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FNP14,Salford,E05013036,Weaste & Seedley,E08000006,Salford
Gatley Limited,"220 Liverpool Road, Patricroft, Eccles, Manchester",M30 0PF,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-12:00,CLOSED,FPQ80,Salford,E05013024,Eccles,E08000006,Salford
Higher Broughton Salford Pharmacy,"Retail Unit Rear Of, 271 Gt Cheetham St East, Salford",M7 4UF,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,10:00-18:00,FWL39,Salford,E05013021,Broughton,E08000006,Salford
Higher Irlam Pharmacy,"90 Liverpool Road, Irlam, Manchester",M44 6FN,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FD145,Salford,E05013025,Higher Irlam & Peel Green,E08000006,Salford
Irlam Pharmacy,"Macdonald Health Centre, Macdonald Road, Irlam, Manchester",M44 5LH,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FHF98,Salford,E05013022,Cadishead & Lower Irlam,E08000006,Salford
K's Chemist,"Ground Floor The Old Bank, 6 Great Clowes Street, Salford",M7 1RE,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FXT50,Salford,E05013021,Broughton,E08000006,Salford
K's Chemist Ltd,"Ordsall Health, 120 Phoebe Street, Salford",M5 3PH,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,08:30-18:00,CLOSED,CLOSED,FTG74,Salford,E05013028,Ordsall,E08000006,Salford
K's Chemists,"319 Littleton Road, Salford",M7 3TA,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FNK07,Salford,E05013026,Kersal & Broughton Park,E08000006,Salford
M44 Pharmacy,"Ground Floor, 544 Liverpool Road, Irlam, Manchester",M44 6AJ,"09:30-13:30,14:00-18:00","09:30-13:30,14:00-18:00","09:30-13:30,14:00-18:00","09:30-13:30,14:00-18:00","09:30-13:30,14:00-18:00",CLOSED,CLOSED,FAV03,Salford,E05013022,Cadishead & Lower Irlam,E08000006,Salford
Manor Pharmacy,"202 Chapel Street, Salford, Manchester",M3 6BY,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FVR47,Salford,E05013019,Blackfriars & Trinity,E08000006,Salford
Newbury Place Pharmacy,"Newbury Place Health Ctr, 55 Rigby Street, Salford",M7 4NX,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-13:00,CLOSED,09:30-13:00,FVP03,Salford,E05013026,Kersal & Broughton Park,E08000006,Salford
North West Ostomy Supplies,"Nwos,Leigh Service Centre, Green Fold Way, Leigh",WN7 3XJ,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FTD28,Salford,E05015002,Leigh South,E08000010,Wigan
Peak Pharmacy,"202 Partington Lane, Swinton",M27 0NA,"08:30-12:30,13:30-18:00","08:30-12:30,13:30-18:00","08:30-12:30,13:30-18:00","08:30-12:30,13:30-18:00","08:30-12:30,13:30-18:00",CLOSED,CLOSED,FM243,Salford,E05013032,Swinton & Wardley,E08000006,Salford
Peak Pharmacy,"29-31 Bolton Road, Worsley, Manchester",M28 3AX,"09:00-12:30,13:30-18:00","09:00-12:30,13:30-18:00","09:00-12:30,13:30-18:00","09:00-12:30,13:30-18:00","09:00-12:30,13:30-18:00",CLOSED,CLOSED,FRK93,Salford,E05013034,Walkden North,E08000006,Salford
Peak Pharmacy,"716 Bolton Road, Pendlebury, Swinton, Manchester",M27 6EW,"09:00-13:15,13:45-18:00","09:00-13:15,13:45-18:00","09:00-13:15,13:45-18:00","09:00-13:15,13:45-18:00","09:00-13:15,13:45-18:00",CLOSED,CLOSED,FXT26,Salford,E05013032,Swinton & Wardley,E08000006,Salford
Peel Green Pharmacy,"625 Liverpool Road, Eccles, Manchester",M30 7BY,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-13:00,CLOSED,FKE90,Salford,E05013025,Higher Irlam & Peel Green,E08000006,Salford
Pendleton Pharmacy,"Pendleton Gateway, 1 Broadwalk, Salford",M6 5FX,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,CLOSED,CLOSED,FEW36,Salford,E05013030,Pendleton & Charlestown,E08000006,Salford
Pharmacy 24,"118 Devonshire Street, Salford",M7 4AE,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:15",07:00-20:00,CLOSED,FN184,Salford,E05013021,Broughton,E08000006,Salford
Pillo,"Unit 25 Oakhill Trad.est., 61 Devonshire Rd, Worsley, Manchester",M28 3PT,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-18:30,CLOSED,CLOSED,FAX53,Salford,E05013034,Walkden North,E08000006,Salford
Ross Chemist,"356 - 358 Worsley Road, Winton, Eccles, Manchester",M30 8JA,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-12:00,CLOSED,FE646,Salford,E05013037,Worsley & Westwood Park,E08000006,Salford
Sorrell Bank Chemist,"23 Bolton Road, Salford, Manchester",M6 7HL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,13:00-21:00,11:00-15:00,FQ629,Salford,E05013030,Pendleton & Charlestown,E08000006,Salford
Springfield Pharmacy,"Springfield Medical Ctre, 384 Liverpool Rd, Eccles, Manchester",M30 8QD,"08:30-13:00,14:00-18:30","08:30-13:00,14:00-18:30","08:30-13:00,14:00-18:30","08:30-13:00,14:00-18:30","08:30-13:00,14:00-18:30",CLOSED,CLOSED,FP124,Salford,E05013018,Barton & Winton,E08000006,Salford
Swinton Late Night Pharmacy,"52 Swinton Hall Road, Swinton, Manchester",M27 4BJ,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-18:00,10:00-15:30,FQR71,Salford,E05013032,Swinton & Wardley,E08000006,Salford
Tesco Instore Pharmacy,"60 Ellesmere Centre, Walkden, Manchester",M28 3BT,08:00-20:00,08:00-20:00,08:00-21:00,08:00-20:00,08:00-20:00,08:00-20:00,10:00-16:00,FA456,Salford,E05013034,Walkden North,E08000006,Salford
Tesco Instore Pharmacy,"Fairhills Road, Irlam, Manchester",M44 6BL,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,10:00-16:00,FPM46,Salford,E05013022,Cadishead & Lower Irlam,E08000006,Salford
Tesco Instore Pharmacy,"Pendleton Way, Greater Manchester",M6 5JG,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,11:00-17:00,FWV01,Salford,E05013030,Pendleton & Charlestown,E08000006,Salford
Tims & Parker Pharmacy,"The Sides Medical Centre, Moorside Road, Swinton, Manchester",M27 0EW,"08:30-12:30,13:00-18:00","08:30-12:30,13:00-18:00","08:30-12:30,13:00-18:00","08:30-12:30,13:00-18:00","08:30-12:30,13:00-18:00",09:00-12:45,CLOSED,FG557,Salford,E05013037,Worsley & Westwood Park,E08000006,Salford
Tims & Parker Pharmacy,"6 Coniston Avenue, Little Hulton, Manchester",M38 9WX,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FHW67,Salford,E05013034,Walkden North,E08000006,Salford
Tims & Parker Pharmacy,"The Lakes Medical Centre, 21a Chorley Road, Swinton, Manchester",M27 4AF,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FHX36,Salford,E05013033,Swinton Park,E08000006,Salford
Tims & Parker Pharmacy,"1 Hulton District Centre, Little Hulton, Worsley, Manchester",M28 0BA,"09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30","09:00-13:00,14:00-18:30",CLOSED,CLOSED,FL303,Salford,E05013027,Little Hulton,E08000006,Salford
Tims & Parker Pharmacy,"3 Standfield Centre, Boothstown, Worsley, Manchester",M28 1FB,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",09:00-13:00,CLOSED,FP083,Salford,E05013020,Boothstown & Ellenbrook,E08000006,Salford
Tims & Parker Pharmacy,"12 Morston Close, Ellenbrook Village Centre, Worsley, Manchester",M28 1PB,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FVJ30,Salford,E05013020,Boothstown & Ellenbrook,E08000006,Salford
Tims & Parker Pharmacy,"The Health Centre Phmcy, 659 Bolton Road, Pendlebury, Manchester",M27 8HP,"08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00","08:30-13:00,14:00-18:00",CLOSED,CLOSED,FVP13,Salford,E05013029,Pendlebury & Clifton,E08000006,Salford
Tims & Parker Pharmacy,"4 Hodge Road, Walkden, Manchester",M28 3AT,"09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00","09:00-13:00,14:00-18:00",CLOSED,CLOSED,FXR98,Salford,E05013035,Walkden South,E08000006,Salford
Vincent Smith Pharmacy,"Monton Med Ctr,Canal Side, Monton Green, Eccles, Manchester",M30 8AR,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,09:00-18:30,CLOSED,CLOSED,FDH13,Salford,E05013024,Eccles,E08000006,Salford
